날짜,Sales Amt,Sales SU,Unit Price,금액,기온(°C),강수량(mm),풍속(m/s),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),최저운고(100m ),시정(10m),지면온도(°C),5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),체감온도,PM10,PM25,SO2,CO,O3,NO2
2017-11-02,2906975.0,51.0,3143.4477611940297,2906975,15.387500000000001,0.5,1.7291666666666667,78.66666666666667,13.654166666666667,11.5875,1008.0208333333334,1018.1999999999999,0.09999999999999999,0.18999999999999997,,,9.333333333333334,5.833333333333333,8.583333333333334,545.5416666666666,15.075000000000001,15.266666666666666,15.391666666666666,15.508333333333333,17.054295960514626,,,,,,
2017-11-03,3492043.0,65.0,3103.285714285714,3492043,13.14782608695652,0.75,3.134782608695652,68.56521739130434,10.652173913043478,7.017391304347826,1008.6999999999999,1018.9739130434783,0.4916666666666667,0.4366666666666667,,,6.888888888888889,5.478260869565218,9.526315789473685,932.695652173913,12.878260869565217,14.717391304347826,15.360869565217392,15.73913043478261,13.922156463595975,,,,,,
2017-11-04,5205237.0,107.0,3215.219178082192,5205237,7.908333333333334,,2.6125000000000003,48.291666666666664,5.091666666666667,-2.629166666666667,1017.5958333333333,1028.1916666666666,0.8727272727272727,0.7545454545454546,,,3.0555555555555554,2.2083333333333335,13.272727272727273,1020.0416666666666,8.75,11.629166666666668,13.066666666666668,14.379166666666668,8.532887939170783,,,,,,
2017-11-05,4570905.0,93.0,3193.774647887324,4570905,8.120833333333334,,1.4375,49.916666666666664,5.491666666666667,-2.004166666666667,1018.5458333333332,1029.1416666666667,0.5909090909090909,0.51625,,,2.9444444444444446,2.1666666666666665,12.0,1301.5,7.875,10.450000000000001,11.841666666666667,13.2875,9.648594736108265,,,,,,
2017-11-06,2985823.0,54.0,3295.279411764706,2985823,11.2875,,1.6083333333333334,63.75,8.383333333333333,4.3999999999999995,1014.4375,1024.8583333333333,0.5363636363636364,0.5672727272727273,,,6.333333333333333,6.416666666666667,17.727272727272727,1395.3333333333333,11.766666666666666,12.595833333333333,12.995833333333332,13.558333333333332,12.844058587622326,,,,,,
2017-11-07,3217183.0,64.0,3264.7971014492755,3217183,13.695833333333333,,1.4833333333333334,62.083333333333336,9.504166666666666,6.216666666666666,1010.8708333333334,1021.1625,0.3,0.40090909090909094,,,8.5,7.083333333333333,11.238095238095237,1042.6666666666667,14.095833333333333,13.65,13.691666666666668,13.991666666666667,15.389682683291568,,,,,,
2017-11-08,4454199.0,64.0,3185.3333333333335,4454199,13.875,0.0,2.8249999999999997,56.541666666666664,9.0875,3.6875,1009.2624999999999,1019.5124999999999,0.7272727272727273,0.6554545454545454,,,5.15,4.041666666666667,8.461538461538462,1085.9166666666667,14.083333333333334,15.083333333333334,15.145833333333334,15.041666666666666,14.899374044597232,,,,,,
2017-11-09,4274149.0,85.0,3191.455882352941,4274149,9.316666666666666,,1.2208333333333334,40.166666666666664,4.429166666666666,-4.354166666666667,1013.7166666666667,1024.2124999999999,0.8454545454545456,0.6936363636363636,,,0.1111111111111111,0.0,,1486.875,8.808333333333334,11.6625,12.854166666666666,13.920833333333334,11.120066190815827,,,,,,
2017-11-10,4128779.0,73.0,3214.472222222222,4128779,9.991666666666667,3.75,2.8791666666666664,57.291666666666664,7.345833333333334,1.5875000000000001,1005.8249999999999,1016.2125,0.13636363636363635,0.18636363636363634,,,6.888888888888889,3.9583333333333335,14.166666666666666,1365.7916666666667,8.733333333333333,10.745833333333332,12.075000000000001,13.25,10.860204005517984,,,,,,
2017-11-11,6452259.0,133.0,3267.1830985915494,6452259,6.108333333333333,,2.308333333333333,41.625,3.8833333333333333,-6.1125,1010.85,1021.4541666666668,0.7818181818181817,0.7436363636363637,,,0.0,0.0,,1895.5416666666667,5.266666666666667,8.683333333333334,10.225,11.916666666666666,6.77047158081314,,,,,,
2017-11-12,1402177.0,24.0,3119.8214285714284,1402177,5.391666666666667,,1.3458333333333332,56.125,4.920833333333333,-3.0416666666666665,1011.4791666666666,1022.125,0.7818181818181817,0.6109090909090908,,,1.8888888888888888,0.041666666666666664,69.0,1859.0,4.4375,7.483333333333333,9.008333333333333,10.770833333333334,7.0011749985577785,,,,,,
2017-11-17,3665574.0,85.0,3072.969696969697,3665574,3.8157894736842106,0.0,2.289473684210526,35.26315789473684,2.863157894736842,-10.521052631578948,1008.6526315789474,1019.3368421052633,0.0,0.11272727272727273,,,9.38888888888889,6.578947368421052,14.0,1796.6842105263158,2.1999999999999997,4.178947368421053,5.521052631578947,7.342105263157895,4.339244381948268,,,,,,
2017-11-20,4252596.0,111.0,3055.8030303030305,4252596,2.32,0.0,1.46,50.0,3.5799999999999996,-7.63,1014.85,1025.65,0.4571428571428572,0.35000000000000003,,,7.666666666666667,5.8,13.125,1640.0,2.25,3.2222222222222223,3.9,5.466666666666667,3.6412537693026694,,,,,,
2017-12-01,3939181.0,72.0,3157.2615384615383,3939181,1.475,0.0,2.1375,45.625,3.0375,-10.1,1018.9875,1029.8625,0.5285714285714286,0.5914285714285714,,,5.0,4.5,11.0,1849.125,1.1375,1.7375,2.575,4.2,1.9949128534987222,,,,,,
2017-12-02,4519555.0,106.0,3189.2903225806454,4519555,5.092307692307693,,1.7153846153846155,47.84615384615385,4.176923076923076,-5.176923076923076,1015.9692307692308,1026.6615384615384,0.65,0.6525,,,5.0,5.0,14.181818181818182,1676.1538461538462,2.553846153846154,3.223076923076923,3.353846153846154,4.184615384615385,6.166633452418908,,,,,,
2017-12-03,4898723.0,107.0,3167.840579710145,4898723,4.875,1.3333333333333333,1.6125,81.54166666666667,7.0625,1.8833333333333335,1012.75,1023.4083333333333,0.17272727272727273,0.2736363636363636,,,9.05,6.782608695652174,8.666666666666666,455.75,4.5625,4.708333333333333,4.729166666666667,5.083333333333333,5.9917555381961565,,,,,,
2017-12-04,4025235.0,88.0,3142.476923076923,4025235,2.2800000000000002,0.05,2.6399999999999997,72.0,5.37,-3.08,1011.3700000000001,1022.15,1.0,1.13,,,4.75,4.0,9.428571428571429,624.4,2.8600000000000003,4.32,4.9399999999999995,5.64,2.6027372514902973,,,,,,
2017-12-05,3633255.0,82.0,,3633255,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-06,3460627.0,68.0,3158.3561643835615,3460627,2.8,0.5,1.2846153846153845,66.92307692307692,4.823076923076924,-3.715384615384615,1011.4230769230769,1022.1615384615385,0.7625,0.65625,0.8833333333333333,0.5,6.7272727272727275,4.583333333333333,7.9,969.5384615384615,1.4461538461538461,2.3923076923076922,2.7384615384615385,3.6769230769230767,4.518439210788307,,,,,,
2017-12-07,3442479.0,56.0,3242.8382352941176,3442479,2.0166666666666666,0.0,1.5499999999999998,71.5,4.938888888888889,-3.4222222222222225,1011.1500000000001,1021.9333333333333,0.74,0.584,0.7999999999999999,,5.1875,3.7222222222222223,8.5,778.7777777777778,2.3777777777777778,3.4000000000000004,3.5555555555555554,4.127777777777777,3.4370088376416628,,,,,,
2017-12-08,3715125.0,71.0,3139.6666666666665,3715125,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-09,4544869.0,108.0,3113.515625,4544869,2.89,,1.4300000000000002,39.3,2.92,-9.790000000000001,1009.1600000000001,1019.8799999999999,0.7125,0.68375,,,3.25,0.0,,1854.8,0.69,1.09,1.69,2.98,4.271071063080624,,,,,,
2017-12-10,924283.0,23.0,2984.9,924283,1.911764705882353,0.4,2.023529411764706,70.17647058823529,4.976470588235294,-3.1999999999999997,1002.9882352941177,1013.6941176470588,0.26,0.20800000000000002,2.17,1.6,8.214285714285714,6.0588235294117645,9.941176470588236,1003.9411764705883,-0.1,0.8117647058823529,1.711764705882353,2.9,3.0038853247877366,,,,,,
2017-12-11,4536887.0,83.0,3159.0434782608695,4536887,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-12,4045671.0,96.0,2979.714285714286,4045671,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-17,4919885.0,101.0,3178.208955223881,4919885,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-20,4158327.0,76.0,3063.3142857142857,4158327,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-01,7783558.0,148.0,2877.3333333333335,7783558,2.0375,,2.5,26.875,1.9,-15.2375,1016.8875,1027.725,0.8375,0.6825,,,2.625,2.0,20.25,1884.0,0.4875,0.1875,0.3,1.0,2.1837698192503927,,,,,,
2018-01-02,5716978.0,123.0,2929.6666666666665,5716978,1.2,,3.0666666666666664,24.0,1.5999999999999999,-17.233333333333334,1017.5500000000001,1028.45,0.9833333333333334,0.6983333333333334,,,0.6666666666666666,0.0,,1954.0,0.39999999999999997,0.11666666666666668,0.25,1.0,0.8968326929474094,,,,,,
2018-01-03,6112272.0,108.0,2949.782608695652,6112272,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-04,5287000.0,107.0,2952.1,5287000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-05,5746348.0,105.0,3007.0416666666665,5746348,1.2,,2.425,38.0,2.525,-11.575,1008.825,1019.625,1.0,0.855,,,3.25,0.0,,1472.75,1.075,0.25,-0.125,0.6,1.3396288651530042,,,,,,
2018-01-06,7593994.0,172.0,2955.2083333333335,7593994,1.4666666666666668,,2.1333333333333333,29.5,1.9833333333333334,-14.466666666666667,1012.6,1023.4166666666666,1.0,0.8683333333333333,,,0.0,0.0,,1822.8333333333333,0.8999999999999999,0.20000000000000004,-0.2333333333333333,0.5,1.8619967670755704,,,,,,
2018-01-07,7287678.0,168.0,2970.542857142857,7287678,1.5846153846153848,,0.7846153846153846,35.07692307692308,2.4153846153846152,-12.215384615384616,1009.8384615384615,1020.623076923077,0.2,0.38625,,,9.444444444444445,7.615384615384615,32.07692307692308,1438.6153846153845,0.23076923076923078,-0.06923076923076922,-0.23076923076923078,0.4153846153846154,3.9096862472291125,,,,,,
2018-01-08,5821558.0,125.0,2915.2535211267605,5821558,1.5086956521739132,0.3,1.643478260869565,48.78260869565217,3.2913043478260873,-8.673913043478262,1001.408695652174,1012.1086956521739,0.045454545454545456,0.21727272727272728,0.875,1.0,9.714285714285714,7.2727272727272725,18.043478260869566,1158.2173913043478,0.14782608695652175,0.07391304347826087,-0.017391304347826087,0.4826086956521739,2.8837405152928848,,,,,,
2018-01-09,5582074.0,112.0,2928.231884057971,5582074,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-10,4465716.0,96.0,2971.657142857143,4465716,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-11,5244764.0,139.0,2904.6575342465753,5244764,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-12,5338970.0,139.0,2884.211267605634,5338970,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-18,33421728.0,412.0,2989.184210526316,33421728,2.316666666666667,0.0,1.875,62.541666666666664,4.529166666666667,-4.6000000000000005,1012.4083333333333,1023.1833333333334,0.24,0.304,,,8.5,6.5,17.0,586.2916666666666,0.7833333333333333,0.41250000000000003,0.004166666666666667,0.22083333333333333,3.0795579687639694,,,,,,
2018-01-20,36236928.0,500.0,2999.8933333333334,36236928,3.4529411764705884,,2.011764705882353,56.588235294117645,4.464705882352941,-4.405882352941177,1011.7882352941177,1022.5176470588235,0.4818181818181818,0.41,,,5.923076923076923,5.117647058823529,8.153846153846153,612.0588235294117,0.5294117647058824,0.3176470588235294,0.0058823529411764705,0.43529411764705883,4.407053354195029,,,,,,
2018-02-01,6471928.0,186.0,3144.296875,6471928,0.64,,2.7600000000000002,25.6,1.6199999999999999,-16.9,1017.4200000000001,1028.3200000000002,1.0,0.9960000000000001,0.75,,0.0,0.0,,1981.8,0.9199999999999999,-0.12,-0.96,-0.86,0.46250959826030885,,,,,,
2018-02-02,6292728.0,203.0,3172.1969696969695,6292728,2.1,,2.3714285714285714,29.428571428571427,2.085714285714286,-14.057142857142859,1016.6428571428571,1027.4857142857143,0.8857142857142858,0.7942857142857143,,,0.0,0.0,,1690.0,1.1428571428571428,-0.09999999999999999,-1.0,-0.9,2.3658719586313337,,,,,,
2018-02-03,9186020.0,330.0,,9186020,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-04,8724972.0,351.0,3161.720588235294,8724972,,,,,,,,,,,,,,,,,,,,,,,,,,,
